    ETA       F       G
    1.80000    1.01316    0.00005
    1.82000    1.01221    0.00004
    1.84000    1.01132    0.00004
    1.86000    1.01049    0.00003
    1.88000    1.00972    0.00003
    1.90000    1.00900    0.00002
    1.92000    1.00833    0.00002
    1.94000    1.00770    0.00002
    1.96000    1.00712    0.00001
    1.98000    1.00659    0.00001
    2.00000    1.00609    0.00001
    2.02000    1.00562    0.00001
    2.04000    1.00520    0.00001
    2.06000    1.00480    0.00001
    2.08000    1.00443    0.00000
    2.10000    1.00409    0.00000
    2.12000    1.00377    0.00000
    2.14000    1.00348    0.00000
    2.16000    1.00321    0.00000
    2.18000    1.00296    0.00000
    2.20000    1.00273    0.00000
    2.22000    1.00252    0.00000
    2.24000    1.00232    0.00000
    2.26000    1.00214    0.00000
    2.28000    1.00198    0.00000
    2.30000    1.00182    0.00000
    2.32000    1.00168    0.00000
    2.34000    1.00155    0.00000
    2.36000    1.00144    0.00000
    2.38000    1.00133    0.00000
    2.40000    1.00123    0.00000
    2.42000    1.00114    0.00000
    2.44000    1.00105    0.00000
    2.46000    1.00098    0.00000
    2.48000    1.00091    0.00000
    2.50000    1.00084    0.00000
    2.52000    1.00078    0.00000
    2.54000    1.00073    0.00000
    2.56000    1.00068    0.00000
    2.58000    1.00064    0.00000
    2.60000    1.00060    0.00000
    2.62000    1.00057    0.00000
    2.64000    1.00053    0.00000
    2.66000    1.00051    0.00000
    2.68000    1.00048    0.00000
    2.70000    1.00046    0.00000
    2.72000    1.00044    0.00000
    2.74000    1.00042    0.00000
    2.76000    1.00040    0.00000
    2.78000    1.00038    0.00000
    2.80000    1.00037    0.00000
    2.82000    1.00035    0.00000
    2.84000    1.00034    0.00000
    2.86000    1.00033    0.00000
    2.88000    1.00032    0.00000
    2.90000    1.00031   -0.00000
    2.92000    1.00030   -0.00000
    2.94000    1.00029   -0.00000
    2.96000    1.00028   -0.00000
    2.98000    1.00027   -0.00000
    3.00000    1.00026   -0.00000
    3.02000    1.00026   -0.00000
    3.04000    1.00025   -0.00000
    3.06000    1.00025   -0.00000
    3.08000    1.00024   -0.00000
    3.10000    1.00024   -0.00000
    3.12000    1.00024   -0.00000
    3.14000    1.00023   -0.00000
    3.16000    1.00023   -0.00000
    3.18000    1.00023   -0.00000
    3.20000    1.00022   -0.00000
    3.22000    1.00022   -0.00000
    3.24000    1.00022   -0.00000
    3.26000    1.00021   -0.00000
    3.28000    1.00021   -0.00000
    3.30000    1.00021   -0.00000
    3.32000    1.00021   -0.00000
    3.34000    1.00020   -0.00000
    3.36000    1.00020   -0.00000
    3.38000    1.00020   -0.00000
    3.40000    1.00020   -0.00000
    3.42000    1.00020   -0.00000
    3.44000    1.00020   -0.00000
    3.46000    1.00020   -0.00000
    3.48000    1.00020   -0.00000
    3.50000    1.00019   -0.00000
    3.52000    1.00019   -0.00000
    3.54000    1.00019   -0.00000
    3.56000    1.00019   -0.00000
    3.58000    1.00019   -0.00000
    3.60000    1.00019   -0.00000
    3.62000    1.00019   -0.00000
    3.64000    1.00018   -0.00000
    3.66000    1.00018   -0.00000
    3.68000    1.00018   -0.00000
    3.70000    1.00018   -0.00000
    3.72000    1.00018   -0.00000
    3.74000    1.00017   -0.00000
    3.76000    1.00017   -0.00000
    3.78000    1.00017   -0.00000
    3.80000    1.00017   -0.00000
    3.82000    1.00017   -0.00000
    3.84000    1.00016   -0.00000
    3.86000    1.00016   -0.00000
    3.88000    1.00016   -0.00000
    3.90000    1.00016   -0.00000
    3.92000    1.00016   -0.00000
    3.94000    1.00016   -0.00000
    3.96000    1.00015   -0.00000
    3.98000    1.00015   -0.00000
    4.00000    1.00015   -0.00000
    4.02000    1.00014   -0.00000
    4.04000    1.00014   -0.00000
    4.06000    1.00014   -0.00000
    4.08000    1.00013   -0.00000
    4.10000    1.00013   -0.00000
    4.12000    1.00013   -0.00000
    4.14000    1.00013   -0.00000
    4.16000    1.00012   -0.00000
    4.18000    1.00012   -0.00000
    4.20000    1.00012   -0.00000
    4.22000    1.00011   -0.00000
    4.24000    1.00011   -0.00000
    4.26000    1.00010   -0.00000
    4.28000    1.00010   -0.00000
    4.30000    1.00010   -0.00000
    4.32000    1.00009   -0.00000
    4.34000    1.00009   -0.00000
    4.36000    1.00009    0.00000
    4.38001    1.00008    0.00000
    4.40001    1.00008    0.00000
    4.42001    1.00008    0.00000
    4.44001    1.00007    0.00000
    4.46001    1.00007    0.00000
    4.48001    1.00007    0.00000
    4.50001    1.00007    0.00000
    4.52001    1.00006    0.00000
    4.54001    1.00006    0.00000
    4.56001    1.00006    0.00000
    4.58001    1.00006    0.00000
    4.60001    1.00005    0.00000
    4.62001    1.00005    0.00000
    4.64001    1.00005    0.00000
    4.66001    1.00004    0.00000
    4.68001    1.00004    0.00000
    4.70001    1.00004    0.00000
    4.72001    1.00004    0.00000
    4.74001    1.00003    0.00000
    4.76001    1.00003    0.00000
    4.78001    1.00003    0.00000
    4.80001    1.00003    0.00000
    4.82002    1.00002    0.00000
    4.84002    1.00002    0.00000
    4.86002    1.00002    0.00000
    4.88002    1.00002    0.00000
    4.90002    1.00001    0.00000
    4.92002    1.00001    0.00000
    4.94002    1.00001    0.00000
    4.96002    1.00001    0.00000
    4.98002    1.00000    0.00000
    5.00002    1.00000    0.00000
