ETA,F,G
1.92,0.99813,5e-05
1.94,0.99827,4e-05
1.96,0.99841,3e-05
1.98,0.99853,2e-05
2.0,0.99864,2e-05
2.02,0.99875,2e-05
2.04,0.99884,1e-05
2.06,0.99893,1e-05
2.08,0.99902,1e-05
2.1,0.9991,1e-05
2.12,0.99917,1e-05
2.14,0.99923,0.0
2.16,0.99929,0.0
2.18,0.99935,0.0
2.2,0.9994,0.0
2.22,0.99945,0.0
2.24,0.9995,0.0
2.26,0.99954,0.0
2.28,0.99957,0.0
2.3,0.99961,0.0
2.32,0.99964,0.0
2.34,0.99967,0.0
2.36,0.9997,0.0
2.38,0.99973,0.0
2.4,0.99975,0.0
2.42,0.99977,0.0
2.44,0.99979,0.0
2.46,0.99981,0.0
2.48,0.99983,0.0
2.5,0.99985,0.0
2.52,0.99986,0.0
2.54,0.99987,0.0
2.56,0.99989,0.0
2.58,0.9999,0.0
2.6,0.99991,0.0
2.62,0.99992,0.0
2.64,0.99993,0.0
2.66,0.99994,0.0
2.68,0.99995,0.0
2.7,0.99995,0.0
2.72,0.99996,0.0
2.74,0.99997,0.0
2.76,0.99998,0.0
2.78,0.99998,0.0
2.8,0.99999,0.0
2.82,0.99999,0.0
2.84,1.0,0.0
2.86,1.0,0.0
2.88,1.0,0.0
2.9,1.00001,0.0
2.92,1.00001,0.0
2.94,1.00001,0.0
2.96,1.00001,0.0
2.98,1.00001,0.0
3.0,1.00001,0.0
3.02,1.00001,0.0
3.04,1.00001,0.0
3.06,1.00001,0.0
3.08,1.00001,0.0
3.1,1.00001,0.0
3.12,1.00001,-0.0
3.14,1.00001,-0.0
3.16,1.00001,-0.0
3.18,1.00001,-0.0
3.2,1.00001,-0.0
3.22,1.00001,-0.0
3.24,1.00001,0.0
3.26,1.00001,0.0
3.28,1.00001,0.0
3.3,1.00001,-0.0
3.32,1.00001,-0.0
3.34,1.00002,-0.0
3.36,1.00002,-0.0
3.38,1.00002,-0.0
3.4,1.00002,-0.0
3.42,1.00002,-0.0
3.44,1.00002,-0.0
3.46,1.00002,-0.0
3.48,1.00002,-0.0
3.5,1.00002,-0.0
3.52,1.00002,-0.0
3.54,1.00002,-0.0
3.56,1.00003,-0.0
3.58,1.00003,-0.0
3.6,1.00002,-0.0
3.62,1.00002,-0.0
3.64,1.00002,-0.0
3.66,1.00002,-0.0
3.68,1.00002,-0.0
3.7,1.00002,-0.0
3.72,1.00002,-0.0
3.74,1.00002,-0.0
3.76,1.00002,-0.0
3.78,1.00002,-0.0
3.8,1.00002,-0.0
3.82,1.00002,-0.0
3.84,1.00002,-0.0
3.86,1.00002,-0.0
3.88,1.00002,-0.0
3.9,1.00002,-0.0
3.92,1.00002,-0.0
3.94,1.00002,-0.0
3.96,1.00002,-0.0
3.98,1.00002,-0.0
4.0,1.00002,-0.0
4.02,1.00002,-0.0
4.04,1.00002,-0.0
4.06,1.00002,-0.0
4.08,1.00002,-0.0
4.1,1.00002,-0.0
4.12,1.00002,-0.0
4.14,1.00002,-0.0
4.16,1.00002,-0.0
4.18,1.00003,-0.0
4.2,1.00003,-0.0
4.22,1.00003,-0.0
4.24,1.00002,-0.0
4.26,1.00002,-0.0
4.28,1.00002,-0.0
4.3,1.00002,-0.0
4.32,1.00002,-0.0
4.34,1.00002,-0.0
4.36,1.00002,-0.0
4.38001,1.00002,-0.0
4.40001,1.00002,-0.0
4.42001,1.00002,-0.0
4.44001,1.00001,-0.0
4.46001,1.00001,-0.0
4.48001,1.00001,-0.0
4.50001,1.00001,-0.0
4.52001,1.00001,-0.0
4.54001,1.0,-0.0
4.56001,1.0,-0.0
4.58001,1.0,-0.0
4.60001,1.0,-0.0
4.62001,1.0,-0.0
4.64001,1.0,-0.0
4.66001,0.99999,-0.0
4.68001,0.99999,-0.0
4.70001,0.99999,-0.0
4.72001,0.99999,-0.0
4.74001,0.99999,-0.0
4.76001,0.99999,-0.0
4.78001,0.99999,-0.0
4.80001,0.99999,-0.0
4.82002,0.99999,-0.0
4.84002,0.99999,-0.0
4.86002,0.99999,-0.0
4.88002,0.99999,-0.0
4.90002,0.99999,-0.0
4.92002,1.0,-0.0
4.94002,1.0,-0.0
4.96002,1.0,-0.0
4.98002,1.0,-0.0
5.00002,1.0,0.0
