ETA,F,G
2.02,1.00248,0.0
2.04,1.00231,0.0
2.06,1.00214,0.0
2.08,1.00199,0.0
2.1,1.00185,0.0
2.12,1.00171,0.0
2.14,1.00159,0.0
2.16,1.00147,0.0
2.18,1.00136,0.0
2.2,1.00126,0.0
2.22,1.00117,0.0
2.24,1.00108,0.0
2.26,1.001,0.0
2.28,1.00092,0.0
2.3,1.00085,0.0
2.32,1.00078,0.0
2.34,1.00072,0.0
2.36,1.00066,0.0
2.38,1.00061,0.0
2.4,1.00056,0.0
2.42,1.00052,0.0
2.44,1.00047,0.0
2.46,1.00044,0.0
2.48,1.0004,0.0
2.5,1.00037,0.0
2.52,1.00034,0.0
2.54,1.00031,0.0
2.56,1.00028,0.0
2.58,1.00026,0.0
2.6,1.00024,0.0
2.62,1.00022,0.0
2.64,1.0002,0.0
2.66,1.00019,0.0
2.68,1.00017,0.0
2.7,1.00016,0.0
2.72,1.00014,0.0
2.74,1.00013,0.0
2.76,1.00012,0.0
2.78,1.00011,0.0
2.8,1.0001,0.0
2.82,1.00009,0.0
2.84,1.00008,0.0
2.86,1.00008,0.0
2.88,1.00007,0.0
2.9,1.00006,0.0
2.92,1.00006,0.0
2.94,1.00005,0.0
2.96,1.00004,0.0
2.98,1.00004,0.0
3.0,1.00004,0.0
3.02,1.00003,0.0
3.04,1.00003,0.0
3.06,1.00003,0.0
3.08,1.00003,-0.0
3.1,1.00002,-0.0
3.12,1.00002,-0.0
3.14,1.00002,-0.0
3.16,1.00002,-0.0
3.18,1.00002,-0.0
3.2,1.00002,-0.0
3.22,1.00003,-0.0
3.24,1.00003,-0.0
3.26,1.00003,-0.0
3.28,1.00003,-0.0
3.3,1.00003,-0.0
3.32,1.00003,-0.0
3.34,1.00003,-0.0
3.36,1.00002,-0.0
3.38,1.00002,-0.0
3.4,1.00002,-0.0
3.42,1.00002,-0.0
3.44,1.00002,-0.0
3.46,1.00002,-0.0
3.48,1.00001,-0.0
3.5,1.00001,-0.0
3.52,1.00001,-0.0
3.54,1.00001,-0.0
3.56,1.0,-0.0
3.58,1.0,-0.0
3.6,1.0,-0.0
3.62,1.0,-0.0
3.64,1.0,-0.0
3.66,1.0,-0.0
3.68,1.0,-0.0
3.7,0.99999,-0.0
3.72,0.99999,-0.0
3.74,0.99999,-0.0
3.76,0.99999,-0.0
3.78,0.99999,-0.0
3.8,0.99999,-0.0
3.82,0.99999,-0.0
3.84,0.99999,-0.0
3.86,0.99999,-0.0
3.88,0.99999,-0.0
3.9,0.99999,-0.0
3.92,0.99998,-0.0
3.94,0.99998,-0.0
3.96,0.99998,-0.0
3.98,0.99998,-0.0
4.0,0.99998,-0.0
4.02,0.99998,-0.0
4.04,0.99998,-0.0
4.06,0.99998,-0.0
4.08,0.99999,-0.0
4.1,0.99999,-0.0
4.12,0.99999,-0.0
4.14,0.99999,-0.0
4.16,0.99999,-0.0
4.18,0.99999,-0.0
4.2,0.99999,-0.0
4.22,0.99999,-0.0
4.24,0.99999,-0.0
4.26,0.99999,-0.0
4.28,0.99999,-0.0
4.3,1.0,-0.0
4.32,1.0,-0.0
4.34,1.0,-0.0
4.36,1.0,-0.0
4.38001,1.0,-0.0
4.40001,1.0,-0.0
4.42001,1.0,-0.0
4.44001,1.0,-0.0
4.46001,1.0,-0.0
4.48001,1.0,-0.0
4.50001,1.0,-0.0
4.52001,1.0,-0.0
4.54001,1.0,-0.0
4.56001,1.0,-0.0
4.58001,1.0,-0.0
4.60001,1.0,-0.0
4.62001,1.0,-0.0
4.64001,1.0,-0.0
4.66001,1.0,-0.0
4.68001,1.0,-0.0
4.70001,1.0,-0.0
4.72001,1.0,-0.0
4.74001,1.0,-0.0
4.76001,1.0,-0.0
4.78001,1.0,-0.0
4.80001,1.0,-0.0
4.82002,1.0,-0.0
4.84002,1.0,-0.0
4.86002,1.0,-0.0
4.88002,1.0,-0.0
4.90002,1.0,-0.0
4.92002,1.0,-0.0
4.94002,1.0,-0.0
4.96002,1.0,-0.0
4.98002,1.0,-0.0
5.00002,1.0,0.0
